,datetime,title,source,link
0,12/19/2025 4:20:31 PM,Schwab 5-10 Year Corporate Bond ETF declares monthly distribution of $0.0912,Seeking Alpha,https://seekingalpha.com/news/4533574-schwab-5-10-year-corporate-bond-etf-declares-monthly-distribution-of-00912?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
1,12/19/2025 4:19:32 PM,Schwab 1-5 Year Corporate Bond ETF declares monthly distribution of $0.0842,Seeking Alpha,https://seekingalpha.com/news/4533572-schwab-1-5-year-corporate-bond-etf-declares-monthly-distribution-of-00842?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
2,12/10/2025 1:00:00 PM,Tecnoglass Announces Fourth Quarter 2025 Dividend,GlobeNewswire,/news/stocks/tecnoglass-announces-fourth-quarter-2025-dividend-1035632671
3,12/10/2025 12:27:32 PM,Tecnoglass declares $0.15 dividend,Seeking Alpha,https://seekingalpha.com/news/4530026-tecnoglass-declares-0_15-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
4,12/8/2025 1:00:00 PM,Tecnoglass to Attend the Raymond James 2025 TMT & Consumer Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-raymond-james-2025-tmt-consumer-conference-1035625334
5,11/11/2025 1:27:20 PM,Tecnoglass price target lowered to $80 from $95 at DA Davidson,TipRanks,/news/stocks/tecnoglass-price-target-lowered-to-80-from-95-at-da-davidson-1035543245
6,11/10/2025 1:00:00 PM,Tecnoglass to Attend the Baird 2025 Global Industrial Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-baird-2025-global-industrial-conference-1035532428
7,11/7/2025 2:07:09 PM,Tecnoglass price target lowered to $70 from $100 at B. Riley,TipRanks,/news/stocks/tecnoglass-price-target-lowered-to-70-from-100-at-b-riley-1035519292
8,11/7/2025 12:51:45 PM,Tecnoglass price target lowered to $72 from $84 at Baird,TipRanks,/news/stocks/tecnoglass-price-target-lowered-to-72-from-84-at-baird-1035518875
9,11/6/2025 1:00:00 PM,Tecnoglass Reports Third Quarter 2025 Results,GlobeNewswire,/news/stocks/tecnoglass-reports-third-quarter-2025-results-1035504874
10,11/6/2025 12:16:26 PM,"Tecnoglass reports Q3 adjusted EPS $1.00, consensus $1.11",TipRanks,/news/stocks/tecnoglass-reports-q3-adjusted-eps-1-00-consensus-1-11-1035507504
11,11/6/2025 12:16:05 PM,"Tecnoglass sees FY25 revenue $970M-$990M, consensus $1B",TipRanks,/news/stocks/tecnoglass-sees-fy25-revenue-970m--990m-consensus-1b-1035507507
12,11/6/2025 12:15:24 PM,Tecnoglass board authorizes expansion of share repurchase program to $150M,TipRanks,/news/stocks/tecnoglass-board-authorizes-expansion-of-share-repurchase-program-to-150m-1035507513
13,11/6/2025 12:13:13 PM,"Tecnoglass misses Q3 estimates, updates guidance",Seeking Alpha,https://seekingalpha.com/news/4517164-tecnoglass-misses-q3-estimates-updates-guidance?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
14,11/5/2025 6:00:24 PM,Tecnoglass Q3 2025 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4516152-tecnoglass-q3-2025-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
15,10/23/2025 1:00:00 PM,Tecnoglass Sets Date for Third Quarter 2025 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-third-quarter-2025-results-1035417952
16,9/16/2025 1:00:00 PM,Tecnoglass to Attend the D.A. Davidson 24th Annual Diversified Industrials & Services Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-d-a-davidson-24th-annual-diversified-industrials-services-conference-1035151694
17,9/11/2025 1:00:00 PM,Tecnoglass Announces Third Quarter 2025 Dividend,GlobeNewswire,/news/stocks/tecnoglass-announces-third-quarter-2025-dividend-1035135786
18,9/11/2025 11:03:34 AM,Tecnoglass declares $0.15 dividend,Seeking Alpha,https://seekingalpha.com/news/4494030-tecnoglass-declares-0_15-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
19,9/10/2025 12:55:21 PM,Alex Spiro files defamation lawsuit against short seller on behalf of Tecnoglass,TipRanks,/news/stocks/alex-spiro-files-defamation-lawsuit-against-short-seller-on-behalf-of-tecnoglass-1035133836
20,9/9/2025 3:45:11 PM,Tecnoglass sues short seller Culper for defamation,TipRanks,/news/stocks/tecnoglass-sues-short-seller-culper-for-defamation-1035130333
21,9/5/2025 1:00:00 PM,Tecnoglass Increases Availability under Revolving Credit Facility and Extends Maturity Date to 2030,GlobeNewswire,/news/stocks/tecnoglass-increases-availability-under-revolving-credit-facility-and-extends-maturity-date-to-2030-1035117716
22,9/5/2025 11:05:07 AM,Tecnoglass increases availability under revolving credit facility,TipRanks,/news/stocks/tecnoglass-increases-availability-under-revolving-credit-facility-1035118867
23,8/21/2025 8:11:02 PM,Tecnoglass Responds to Short Seller Report,GlobeNewswire,/news/stocks/tecnoglass-responds-to-short-seller-report-1035062917
24,8/21/2025 6:15:10 PM,"Tecnoglass rejects ‘false, misleading’ claims in short seller report",TipRanks,/news/stocks/tecnoglass-rejects-false-misleading-claims-in-short-seller-report-1035063647
25,8/21/2025 1:00:51 PM,"Culper Research short Tecnoglass, says ‘fallout looms’",TipRanks,/news/stocks/culper-research-short-tecnoglass-says-fallout-looms-1035063092
26,8/18/2025 2:50:26 PM,Tecnoglass management to meet with B. Riley,TipRanks,/news/stocks/tecnoglass-management-to-meet-with-b-riley-1035051070
27,8/12/2025 1:00:00 PM,Tecnoglass to Attend the Raymond James Industrial Showcase,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-raymond-james-industrial-showcase-1035023560
28,8/7/2025 5:26:20 PM,Raymond James Remains a Hold on Tecnoglass (TGLS),TipRanks,/news/stocks/raymond-james-remains-a-hold-on-tecnoglass-tgls-1035004966
29,8/7/2025 2:23:39 PM,"Tecnoglass stock holds steady amid tariff costs, demand pull-forward",Seeking Alpha,https://seekingalpha.com/news/4481456-tecnoglass-stock-holds-steady-amid-tariff-costs-demand-pull-forward?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
30,8/7/2025 1:00:00 PM,Tecnoglass Reports Record Second Quarter 2025 Results,GlobeNewswire,/news/stocks/tecnoglass-reports-record-second-quarter-2025-results-1035000377
31,8/7/2025 11:22:22 AM,"Tecnoglass reports Q2 adjusted EPS $1.03, consensus 96c",TipRanks,/news/stocks/tecnoglass-reports-q2-adjusted-eps-1-03-consensus-96c-1035002678
32,8/7/2025 11:22:08 AM,"Tecnoglass sees FY25 revenue $980M-$1.02B, consensus $996.5M",TipRanks,/news/stocks/tecnoglass-sees-fy25-revenue-980m--1-02b-consensus-996-5m-1035002680
33,8/7/2025 11:15:57 AM,"Tecnoglass Non-GAAP EPS of $1.03 beats by $0.07, revenue of $255.5M beats by $8.9M",Seeking Alpha,https://seekingalpha.com/news/4481214-tecnoglass-non-gaap-eps-of-1_03-beats-by-0_07-revenue-of-255_5m-beats-by-8_9m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
34,8/6/2025 7:38:56 PM,Tecnoglass Q2 2025 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4480344-tecnoglass-q2-2025-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
35,7/17/2025 1:00:00 PM,Tecnoglass Sets Date for Second Quarter 2025 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-second-quarter-2025-results-1034907789
36,6/10/2025 1:00:00 PM,Tecnoglass Announces Second Quarter 2025 Dividend,GlobeNewswire,/news/stocks/tecnoglass-announces-second-quarter-2025-dividend-1034809242
37,6/10/2025 11:16:30 AM,Tecnoglass declares $0.15 dividend,Seeking Alpha,https://seekingalpha.com/news/4456806-tecnoglass-declares-0_15-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
38,5/29/2025 1:00:00 PM,Tecnoglass to Attend Upcoming Investor Conferences,GlobeNewswire,/news/stocks/tecnoglass-to-attend-upcoming-investor-conferences-1034774621
39,5/19/2025 1:25:33 PM,Sidoti Sticks to Their Hold Rating for Tecnoglass (TGLS),TipRanks,/news/stocks/sidoti-sticks-to-their-hold-rating-for-tecnoglass-tgls-1034743790
40,5/19/2025 1:00:00 PM,Tecnoglass to Attend the B. Riley Securities 25th Annual Institutional Investor Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-b-riley-securities-25th-annual-institutional-investor-conference-1034741742
41,5/16/2025 8:55:32 AM,Tecnoglass transferred with Buy rating at B. Riley,TipRanks,/news/stocks/tecnoglass-transferred-with-buy-rating-at-b-riley-1034738065
42,5/14/2025 12:44:22 PM,Tecnoglass 1.5M share Block Trade priced at $83.50,TipRanks,/news/stocks/tecnoglass-1-5m-share-block-trade-priced-at-83-50-1034723812
43,5/8/2025 1:00:00 PM,Tecnoglass Reports Record First Quarter 2025 Results,GlobeNewswire,/news/stocks/tecnoglass-reports-record-first-quarter-2025-results-1034690891
44,5/8/2025 11:53:44 AM,Tecnoglass price target lowered to $88 from $96 at Baird,TipRanks,/news/stocks/tecnoglass-price-target-lowered-to-88-from-96-at-baird-1034693961
45,5/8/2025 11:10:04 AM,"Tecnoglass reports adjusted EPS 92c, consensus 82c",TipRanks,/news/stocks/tecnoglass-reports-adjusted-eps-92c-consensus-82c-1034693478
46,5/8/2025 11:09:08 AM,"Tecnoglass sees FY25 revenue $960M-$1.02B, consensus $986.95M",TipRanks,/news/stocks/tecnoglass-sees-fy25-revenue-960m--1-02b-consensus-986-95m-1034693485
47,5/8/2025 11:06:34 AM,"Tecnoglass Non-GAAP EPS of $0.92 beats by $0.10, revenue of $222.3M beats by $9.02M",Seeking Alpha,https://seekingalpha.com/news/4444338-tecnoglass-non-gaap-eps-of-0_92-beats-by-0_10-revenue-of-222_3m-beats-by-9_02m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
48,5/7/2025 3:37:34 PM,Tecnoglass Q1 2025 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4443291-tecnoglass-q1-2025-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
49,4/17/2025 1:00:00 PM,Tecnoglass Sets Date for First Quarter 2025 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-first-quarter-2025-results-1034594101
50,3/18/2025 9:15:00 PM,Tecnoglass to Present at the Sidoti Virtual Small Cap Conference,GlobeNewswire,/news/stocks/tecnoglass-to-present-at-the-sidoti-virtual-small-cap-conference-1034490111
51,3/12/2025 12:00:00 PM,Tecnoglass Announces First Quarter 2025 Dividend,GlobeNewswire,/news/stocks/tecnoglass-announces-first-quarter-2025-dividend-1034468253
52,3/12/2025 11:13:10 AM,Tecnoglass declares $0.15 dividend,Seeking Alpha,https://seekingalpha.com/news/4419723-tecnoglass-declares-0_15-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
53,3/3/2025 2:37:41 PM,D.A. Davidson Reaffirms Their Buy Rating on Tecnoglass (TGLS),TipRanks,/news/stocks/d-a-davidson-reaffirms-their-buy-rating-on-tecnoglass-tgls-1034433388
54,2/27/2025 10:15:00 PM,Tecnoglass to Attend the Raymond James 2025 Institutional Investors Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-raymond-james-2025-institutional-investors-conference-1034421139
55,2/27/2025 1:00:00 PM,Tecnoglass Reports Record Fourth Quarter and Full Year 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-reports-record-fourth-quarter-and-full-year-2024-results-1034417731
56,2/27/2025 12:06:38 PM,Tecnoglass beats bottom-line estimates; initiates FY25 outlook,Seeking Alpha,https://seekingalpha.com/news/4414759-tecnoglass-beats-bottom-line-estimates-initiates-fy25-outlook?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
57,2/10/2025 12:41:07 PM,Tecnoglass price target raised to $98 from $92 at Baird,TipRanks,/news/stocks/tecnoglass-price-target-raised-to-98-from-92-at-baird-1034334984
58,2/6/2025 1:00:00 PM,Tecnoglass Sets Date for Fourth Quarter and Full Year 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-fourth-quarter-and-full-year-2024-results-1034321873
59,12/11/2024 1:00:00 PM,Tecnoglass Sets Record Date for Previously-Announced 36% Increase to Fourth Quarter 2024 Dividend,GlobeNewswire,/news/stocks/tecnoglass-sets-record-date-for-previously-announced-36-increase-to-fourth-quarter-2024-dividend-1034123603
60,12/11/2024 12:32:12 PM,Tecnoglass raises dividend by 36.4%,Seeking Alpha,https://seekingalpha.com/news/4385480-tecnoglass-raises-dividend-by-364?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
61,12/11/2024 12:16:48 PM,Tecnoglass sets record date for increased Q4 dividend,TipRanks,/news/stocks/tecnoglass-sets-record-date-for-increased-q4-dividend-1034125301
62,12/5/2024 1:00:00 PM,Tecnoglass to Attend the Raymond James 2024 TMT & Consumer Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-raymond-james-2024-tmt-consumer-conference-1034101224
63,11/12/2024 2:40:33 PM,Tecnoglass 1.432M share Block Trade priced at $73.80,TipRanks,/news/stocks/tecnoglass-1-432m-share-block-trade-priced-at-73-80-1034001289
64,11/12/2024 2:01:03 PM,Tecnoglass price target raised to $90 from $65 at DA Davidson,TipRanks,/news/stocks/tecnoglass-price-target-raised-to-90-from-65-at-da-davidson-1034001131
65,11/12/2024 1:06:04 PM,Tecnoglass 1.432M share Block Trade; price range $73.80-$74.20,TipRanks,/news/stocks/tecnoglass-1-432m-share-block-trade-price-range-73-80--74-20-1034000623
66,11/11/2024 1:00:00 PM,Tecnoglass to Attend the Baird 2024 Global Industrial Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-baird-2024-global-industrial-conference-1033991327
67,11/8/2024 12:08:18 PM,Tecnoglass price target raised to $88 from $85 at Baird,TipRanks,/news/stocks/tecnoglass-price-target-raised-to-88-from-85-at-baird-1033982977
68,11/8/2024 5:10:51 AM,Tecnoglass Achieves Record Q3 2024 Financial Performance,TipRanks,/news/stocks/tecnoglass-achieves-record-q3-2024-financial-performance-1033979606
69,11/7/2024 1:00:00 PM,Tecnoglass Reports Record Third Quarter 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-reports-record-third-quarter-2024-results-1033969452
70,11/7/2024 12:37:37 PM,Tecnoglass reports Q3 adjusted EPS $1.08 vs 98c last year,TipRanks,/news/stocks/tecnoglass-reports-q3-adjusted-eps-1-08-vs-98c-last-year-1033971672
71,11/7/2024 12:07:49 PM,"Tecnoglass Non-GAAP EPS of $1.08 beats by $0.08, revenue of $238.3M misses by $1.89M",Seeking Alpha,https://seekingalpha.com/news/4260166-tecnoglass-non-gaap-eps-of-1_08-beats-0_08-revenue-of-238_3m-misses-1_89m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
72,11/6/2024 5:02:24 PM,Tecnoglass Q3 2024 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4256243-tecnoglass-q3-2024-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
73,10/30/2024 12:00:00 PM,Tecnoglass Named to Fortune's 100 Fastest-Growing Companies List,GlobeNewswire,/news/stocks/tecnoglass-named-to-fortune-s-100-fastest-growing-companies-list-1033916404
74,10/30/2024 11:33:17 AM,Tecnoglass Recognized as Fastest-Growing Company by Fortune,TipRanks,/news/stocks/tecnoglass-recognized-as-fastest-growing-company-by-fortune-1033918433
75,10/24/2024 1:00:00 PM,Tecnoglass Sets Date for Third Quarter 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-third-quarter-2024-results-1033885330
76,10/22/2024 1:56:02 PM,"Walmart initiated, Uber upgraded: Wall Street’s top analyst calls",TipRanks,/news/stocks/walmart-initiated-uber-upgraded-wall-street-s-top-analyst-calls-1033872650
77,10/22/2024 12:35:20 PM,Tecnoglass downgraded to Neutral from Buy at Sidoti,TipRanks,/news/stocks/tecnoglass-downgraded-to-neutral-from-buy-at-sidoti-1033872137
78,10/22/2024 9:05:24 AM,Raymond James downgrades Tecnoglass (TGLS) to a Hold,TipRanks,/news/stocks/raymond-james-downgrades-tecnoglass-tgls-to-a-hold-1033870361
79,10/22/2024 8:55:07 AM,Tecnoglass downgraded to Market Perform from Strong Buy at Raymond James,TipRanks,/news/stocks/tecnoglass-downgraded-to-market-perform-from-strong-buy-at-raymond-james-1033870214
80,10/21/2024 9:55:27 AM,Tecnoglass price target raised to $85 from $76 at Baird,TipRanks,/news/stocks/tecnoglass-price-target-raised-to-85-from-76-at-baird-1033864315
81,9/25/2024 2:29:15 PM,Top homebuilder and housing stocks as mortgage rates fall,Seeking Alpha,https://seekingalpha.com/news/4153133-top-homebuilder-and-housing-stocks-as-mortgage-rates-fall?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
82,9/16/2024 10:15:00 PM,Tecnoglass to Attend Upcoming Investor Conferences,GlobeNewswire,/news/stocks/tecnoglass-to-attend-upcoming-investor-conferences-1033775493
83,9/5/2024 1:00:00 PM,Tecnoglass Announces Third Quarter 2024 Dividend,GlobeNewswire,/news/stocks/tecnoglass-announces-third-quarter-2024-dividend-1033750111
84,9/5/2024 11:11:52 AM,Tecnoglass declares $0.11 dividend,Seeking Alpha,https://seekingalpha.com/news/4147176-tecnoglass-declares-011-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
85,8/9/2024 1:25:05 PM,"Analysts Have Conflicting Sentiments on These Materials Companies: Coeur Mining (CDE), Tecnoglass (TGLS) and Contango ORE (CTGO)",TipRanks,/news/stocks/analysts-have-conflicting-sentiments-on-these-materials-companies-coeur-mining-cde-tecnoglass-tgls-and-contango-ore-ctgo-1033670364
86,8/9/2024 1:20:25 PM,Stifel Nicolaus Sticks to Its Hold Rating for Tecnoglass (TGLS),TipRanks,/news/stocks/stifel-nicolaus-sticks-to-its-hold-rating-for-tecnoglass-tgls-1033670405
87,8/8/2024 3:57:39 PM,"TGLS Stock Earnings: Tecnoglass Beats EPS, Beats Revenue for Q2 2024",InvestorPlace,/news/stocks/tgls-stock-earnings-tecnoglass-for-q2-of-2024-1033661992
88,8/8/2024 1:00:00 PM,Tecnoglass Reports Second Quarter 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-reports-second-quarter-2024-results-1033659902
89,8/8/2024 11:03:40 AM,Tecnoglass beats Q2 estimates,Seeking Alpha,https://seekingalpha.com/news/4137001-tecnoglass-beats-q2-estimates?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
90,8/7/2024 4:24:05 PM,Tecnoglass Q2 2024 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4136208-tecnoglass-q2-2024-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
91,8/7/2024 3:01:13 PM,What Wall Street expects from Tecnoglass's earnings,Markets Insider Automation,/news/stocks/tecnoglass-quarter-earnings-preview-q2-1033652636
92,7/31/2024 1:00:00 PM,Tecnoglass' ES Pivot Door Receives Multiple Prestigious Industry Awards,GlobeNewswire,/news/stocks/tecnoglass-es-pivot-door-receives-multiple-prestigious-industry-awards-1033617268
93,7/25/2024 1:00:00 PM,Tecnoglass Sets Date for Second Quarter 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-second-quarter-2024-results-1033593898
94,7/2/2024 1:00:00 PM,"Tecnoglass Attains Carbon Neutrality, Reinforcing Its Commitment to Sustainable Practices",GlobeNewswire,/news/stocks/tecnoglass-attains-carbon-neutrality-reinforcing-its-commitment-to-sustainable-practices-1033522467
95,6/28/2024 8:06:04 AM,Tecnoglass: Strong Fundamentals and Strategic Review Process Justify Buy Rating,TipRanks,/news/stocks/tecnoglass-strong-fundamentals-and-strategic-review-process-justify-buy-rating-1033514589
96,6/27/2024 5:07:49 PM,Strength Seen in Tecnoglass: Can Its 21.6% Jump Turn into More Strength?,Benzinga,/news/stocks/strength-seen-in-tecnoglass-can-its-21-6-jump-turn-into-more-strength-1033512244
97,6/26/2024 8:00:51 PM,Breaking Down Tecnoglass: 7 Analysts Share Their Views,Benzinga,/news/stocks/breaking-down-tecnoglass-7-analysts-share-their-views-1033508898
98,6/26/2024 12:15:53 PM,Tecnoglass (TGLS) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/tecnoglass-tgls-receives-a-rating-update-from-a-top-analyst-1033508487
99,6/25/2024 10:05:00 PM,Tecnoglass Board of Directors Announces Review of Strategic Alternatives,GlobeNewswire,/news/stocks/tecnoglass-board-of-directors-announces-review-of-strategic-alternatives-1033505318
100,6/11/2024 10:15:00 PM,Tecnoglass Announces Second Quarter 2024 Dividend,GlobeNewswire,/news/stocks/tecnoglass-announces-second-quarter-2024-dividend-1033470537
101,6/11/2024 8:22:57 PM,Tecnoglass declares $0.11 dividend,Seeking Alpha,https://seekingalpha.com/news/4114958-tecnoglass-inc-declares-0_11-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
102,6/10/2024 10:33:28 AM,"Analysts Conflicted on These Materials Names: Celanese (CE), Air Products and Chemicals (APD) and Tecnoglass (TGLS)",TipRanks,/news/stocks/analysts-conflicted-on-these-materials-names-celanese-ce-air-products-and-chemicals-apd-and-tecnoglass-tgls-1033465716
103,5/30/2024 10:15:00 PM,Tecnoglass to Attend Upcoming Investor Conferences,GlobeNewswire,/news/stocks/tecnoglass-to-attend-upcoming-investor-conferences-1033437860
104,5/21/2024 1:00:00 PM,Tecnoglass to Attend the B. Riley Securities 24th Annual Institutional Investor Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-b-riley-securities-24th-annual-institutional-investor-conference-1033406667
105,5/13/2024 2:10:46 AM,Analysts’ Opinions Are Mixed on These Materials Stocks: Tecnoglass (TGLS) and Ascent Industries (ACNT),TipRanks,/news/stocks/analysts-opinions-are-mixed-on-these-materials-stocks-tecnoglass-tgls-and-ascent-industries-acnt-1033366939
106,5/9/2024 3:55:47 PM,"TGLS Stock Earnings: Tecnoglass Misses EPS, Misses Revenue for Q1 2024",InvestorPlace,/news/stocks/tgls-stock-earnings-tecnoglass-for-q1-of-2024-1033357632
107,5/9/2024 1:00:00 PM,Tecnoglass Reports First Quarter 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-reports-first-quarter-2024-results-1033355253
108,5/9/2024 11:07:30 AM,"Tecnoglass Non-GAAP EPS of $0.66 misses by $0.01, revenue of $192.63M beats by $1.59M",Seeking Alpha,https://seekingalpha.com/news/4103495-tecnoglass-non-gaap-eps-of-0_66-misses-0_01-revenue-of-192_63m-beats-1_59m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
109,5/8/2024 3:48:03 PM,Tecnoglass Q1 2024 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4102666-tecnoglass-q1-2024-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
110,5/8/2024 3:01:13 PM,Tecnoglass earnings preview: what Wall Street is expecting,Markets Insider Automation,/news/stocks/tecnoglass-stock-quarter-earnings-preview-q1-1033347242
111,5/7/2024 8:01:03 PM,Analyst Scoreboard: 7 Ratings For Tecnoglass,Benzinga,/news/stocks/analyst-scoreboard-7-ratings-for-tecnoglass-1033341629
112,4/25/2024 1:00:00 PM,Tecnoglass Sets Date for First Quarter 2024 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-first-quarter-2024-results-1033287193
113,4/9/2024 10:00:22 PM,The Analyst Verdict: Tecnoglass In The Eyes Of 4 Experts,Benzinga,/news/stocks/the-analyst-verdict-tecnoglass-in-the-eyes-of-4-experts-1033234711
114,3/26/2024 4:07:43 PM,Tecnoglass goes ex dividend tomorrow,Seeking Alpha,https://seekingalpha.com/news/4083809-tecnoglass-inc-declares-missing-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
115,3/11/2024 12:00:00 PM,Tecnoglass to Present at the Sidoti Virtual Small Cap Conference,GlobeNewswire,/news/stocks/tecnoglass-to-present-at-the-sidoti-virtual-small-cap-conference-1033150187
116,3/5/2024 6:01:14 PM,Assessing Tecnoglass: Insights From 4 Financial Analysts,Benzinga,/news/stocks/assessing-tecnoglass-insights-from-4-financial-analysts-1033134085
117,3/5/2024 10:08:55 AM,"Analysts Conflicted on These Materials Names: James Hardie (OtherJHIUF), Tecnoglass (TGLS) and Albemarle (ALB)",TipRanks,/news/stocks/analysts-conflicted-on-these-materials-names-james-hardie-otherjhiuf-tecnoglass-tgls-and-albemarle-alb-1033132687
118,3/4/2024 1:25:49 PM,D.A. Davidson Reaffirms Their Buy Rating on Tecnoglass (TGLS),TipRanks,/news/stocks/d-a-davidson-reaffirms-their-buy-rating-on-tecnoglass-tgls-1033129520
119,3/4/2024 1:00:00 PM,Tecnoglass to Attend the Raymond James 45th Annual Institutional Investors Conference,GlobeNewswire,/news/stocks/tecnoglass-to-attend-the-raymond-james-45th-annual-institutional-investors-conference-1033127975
120,3/1/2024 12:50:33 PM,Analysts Offer Insights on Materials Companies: Quaker Chemical (KWR) and Tecnoglass (TGLS),TipRanks,/news/stocks/analysts-offer-insights-on-materials-companies-quaker-chemical-kwr-and-tecnoglass-tgls-1033124348
121,2/29/2024 10:30:00 PM,Tecnoglass Reports Record Financial Metrics Across the Board for Full Year 2023,GlobeNewswire,/news/stocks/tecnoglass-reports-record-financial-metrics-across-the-board-for-full-year-2023-1033120595
122,2/29/2024 9:41:18 PM,"Tecnoglass Non-GAAP EPS of $0.80 beats by $0.04, revenue of $194.6M misses by $6.05M",Seeking Alpha,https://seekingalpha.com/news/4074194-tecnoglass-non-gaap-eps-of-0_80-beats-0_04-revenue-of-194_6m-misses-6_05m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
123,2/28/2024 10:35:10 PM,Tecnoglass Q4 2023 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4073303-tecnoglass-q4-2023-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
124,2/28/2024 10:35:08 PM,Notable earnings after Thursday's close,Seeking Alpha,https://seekingalpha.com/news/4073104-notable-earnings-after-thursdays-close?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
125,2/28/2024 3:01:13 PM,Tecnoglass earnings preview: what to expect,Markets Insider Automation,/news/stocks/tecnoglass-quarter-earnings-preview-q4-1033112812
126,2/14/2024 6:27:43 PM,"CC, TGLS and AVTR are among materials movers",Seeking Alpha,https://seekingalpha.com/news/4067075-cc-tgls-and-avtr-are-among-materials-movers?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
127,2/14/2024 1:00:00 PM,Tecnoglass Sets Date for Fourth Quarter and Full Year 2023 Results,GlobeNewswire,/news/stocks/tecnoglass-sets-date-for-fourth-quarter-and-full-year-2023-results-1033066063
128,2/11/2024 8:44:58 PM,7 Sexy Stocks That Will Continue to Outperform in 2024,InvestorPlace,/news/stocks/7-sexy-stocks-that-will-continue-to-outperform-in-2024-1033053667
